index,titulo,autor,disp,genero,n_pags,editora 
 5373,"Eu Sou Alice","Melanie Benjamin",DISPONIVEL," ",352,Planeta 
 5374,"O clube do dinheiro das Smart Cookies","Smart Cookies e Jenifer Barrett",DISPONIVEL," ",207,Planeta 
 5375,"Noite Eterna","Claudia Gray",DISPONIVEL," Fantasia ",304,Planeta 
 5376,"Aprendendo a Seduzir","Meg Cabot",DISPONIVEL," Romance / Literatura Estrangeira / Chick-lit / Ficção ",368,Planeta 
 5377,"Dôssie Drácula","James Reese",DISPONIVEL,"Horror / Literatura Estrangeira / Suspense e Mistério / Terror ",352,Planeta 
 5378,"Caçadora de Estrelas","Claudia Gray",DISPONIVEL," Quem poderá ajudá-la a sobreviver em Noite Eterna?Fantasia ",304,Planeta 
 5379,"Aurora Boreal","Åsa Larsson",DISPONIVEL," ",304,Planeta 
 5380,"Laila; a garota-detetive","Inês Stanisiere",DISPONIVEL,"  ",144,Planeta 
 5381,"A festa de aniversário","Panos Karnezis",DISPONIVEL," ",300,Planeta 
 5382,"Os dias do cervo","Liliana Bodoc",DISPONIVEL,"Fantasia / Ficção / Literatura Estrangeira ",320,Planeta 
 5383,"As montanhas de Buda","Javier Moro",DISPONIVEL,"Literatura Estrangeira ",256,Planeta 
 5384,"A Princesa de Gelo","Camilla Läckberg",DISPONIVEL,"Crime / Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério ",365,Planeta 
 5385,"Os Astronautas de Yaveh","J. J. Benítez",DISPONIVEL,"Ufologia ",278,Planeta 
 5386,"Do universo à jabuticaba","Rubem Alves",DISPONIVEL,"   ",255,Planeta 
 5387,"A Chegada do Terceiro Reich","Richard J. Evans",DISPONIVEL,"brHistória / História Geral / Literatura Estrangeira / Não-ficção / Política / Geografia ",688,Planeta 
 5388,"Memórias Inventadas - Volume Único","Manoel de Barros",DISPONIVEL," ",160,Planeta 
 5389,"A Cinderela mudou de ideia","Nunila López",DISPONIVEL," ",88,Planeta 
 5390,"Box 21","Börge Hellström",DISPONIVEL," ",352,Planeta 
 5391,"A Vida secreta De Marilyn Moroe","J.Randy Taraborrelli",DISPONIVEL," ",459,Planeta 
 5392,Império,"Niall Ferguson",DISPONIVEL," ",427,Planeta 
 5393,"Volta ao Mundo Numa Bicicleta Ergométrica","Derico Sciotti",DISPONIVEL," O que estaria acontecendo? ",173,Planeta 
 5394,"Duas Garotas","Perihan Magden",DISPONIVEL," ",288,Planeta 
 5395,"Ser Rico é Possível","Marcelo Ebaum",DISPONIVEL,"Autoajuda ",176,Planeta 
 5396,"Os Ossos de Deus","Leonardo Gori",DISPONIVEL," ",288,Planeta 
 5397,"Os Ratos","Dyonelio Machado",DISPONIVEL,"Literatura Brasileira ",192,Planeta 
 5398,"Névoa do Tempo","Claudia Gray",DISPONIVEL," Fantasia ",320,Planeta 
 5399,"Maldito Karma","David Safier",DISPONIVEL,"  ",288,Planeta 
 5400,"Memórias Inventadas para crianças","Manoel de Barros",DISPONIVEL,"  ",32,Planeta 
 5401,"Pocoyo não quer dormir",Pocoyo,DISPONIVEL," O que será que seu amigo fará para que Pocoyo pare de brincar e vá dormir? ",24,Planeta 
 5402,SuperPocoyo,Pocoyo,DISPONIVEL," Mas qual será este missão e quem os dois super-heróis irão ajudar? ",24,Planeta 
 5403,"Metrô 2033","Dmitry Glukhovsky",DISPONIVEL,"Ficção científica / Ficção / Literatura Estrangeira / Suspense e Mistério / Terror ",416,Planeta 
 5404,"Desculpa; Quero Me Casar Contigo","Federico Moccia",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",416,Planeta 
 5405,"Anjos Caidos","Åsa Schwarz",DISPONIVEL,"Fantasia / Ficção / Literatura Estrangeira ",304,Planeta 
 5406,"Eu ","Ricky Martin",DISPONIVEL," ",304,Planeta 
 5407,"O Diário de um Mago","Paulo Coelho",DISPONIVEL,"Autoajuda / Esoterismo / Ficção / Literatura Brasileira / Religião e Espiritualidade / Romance ",248,Planeta 
 5408,"O Alquimista","Paulo Coelho",DISPONIVEL,"Literatura Brasileira / Romance / Autoajuda / Ficção / Filosofia / Religião e Espiritualidade ",192,Planeta 
 5409,"POCOYO - FESTA SURPRESA ","Alejandra Procupet",DISPONIVEL," ",16,Planeta 
 5410,"Kama Sutra","Deepak Chopra",DISPONIVEL," ",311,Planeta 
 5411,"O Vendedor de Sonhos","Augusto Cury",DISPONIVEL,"""Ficção / Psicologia / Romance ",254,Editora 
 5412,"El inventor de historias","Marta rivera de la Cruz",DISPONIVEL,"Romance ",364,Editora 
 5413,"A Dama Azul","Javier Sierra",DISPONIVEL," Quem desvendará o enigma da Dama Azul?Ficção / Literatura Estrangeira ",440,Planeta 
 5414,"De Ernesto a Che","Carlos Calica Ferrer",DISPONIVEL," ",240,Planeta 
 5415,"Joana D'Arc ","Donald Spoto",DISPONIVEL,"  ",304,Planeta 
 5416,"O Filme Perfeito","Jodi Picoult",DISPONIVEL," Dividida entre o medo e a lembrança do amor, Cassie precisa resolver questões que nunca imaginou enfrentar - Como poderia partir? Mas, por outro lado, como poderia ficar? ",360,Planeta 
 5417,"A Ponte dos Judeus","Martí Gironell",DISPONIVEL,"Literatura Estrangeira ",280,Planeta 
 5418,"O poço / Para uma tumba sem nome","Juan Carlos Onetti",DISPONIVEL,"Ficção / Literatura Estrangeira ",168,Planeta 
 5419,"Beber; Jogar; [email protected]#er",[email protected],DISPONIVEL," ",288,Planeta 
 5420,"Eu Te Amo; Phillip Morris","Steve McVicker",DISPONIVEL,"  ",256,Planeta 
 5421,"A Ascensão do Dinheiro","Niall Ferguson",DISPONIVEL," ",418,Planeta 
 5422,"A Razão dos Amantes","Pablo Simonetti",DISPONIVEL," O que busca Diego? O que procura Manuel? O que Laura pretende? O que os faz romper a monotonia de suas vidas?  ",276,Planeta 
 5423,"Eu te amo; mas sou feliz sem você","Jaime Jaramillo",DISPONIVEL," ",158,Planeta 
 5424,"Querido e Devotado Dexter","Jeff Lindsay",DISPONIVEL,"Drama / Ficção / Romance policial / Suspense e Mistério ",252,Planeta 
 5425,"O Último Evangelho","David Gibbins",DISPONIVEL,"Aventura / Crime / Drama / Ficção / História / Literatura Estrangeira / Religião e Espiritualidade / Romance / Suspense e Mistério ",328,Planeta 
 5426,"Pequenas grandes coisas","Albert Figueras",DISPONIVEL," ",128,Planeta 
 5427,"O Mundo","Juan José Millás",DISPONIVEL," ",216,Planeta 
 5428,Autossabotagem,"Bernardo Stamateas",DISPONIVEL,"Psicologia ",192,Academia 
 5429,"Só o Amor não basta","Cesar Romão",DISPONIVEL," ",136,Planeta 
 5430,"Melhor que você mesmo","Steve Farber",DISPONIVEL," ",176,Planeta 
 5431,"Sinto-me só","Karl Taro Greenfeld",DISPONIVEL," ",360,Planeta 
 5432,"O Quarto Reino","Francesc Miralles",DISPONIVEL,"brFicção ",384,Planeta 
 5433,"Um otimista incorrigível","Michael J. Fox ",DISPONIVEL,"  ",256,Planeta 
 5434,"Operação Xeque","Juan Carlos Torres Cuéllar",DISPONIVEL,"  ",304,Planeta 
 5435,"A dieta de Jesus","Heloisa Bernardes",DISPONIVEL," ",144,Planeta 
 5436,"Rumo a outro verão","Janet Frame",DISPONIVEL,"Literatura Estrangeira / Romance ",280,Planeta 
 5437,"Cavalo de Tróia 5","J. J. Benítez",DISPONIVEL,""" ",344,Planeta 
 5438,"A vida breve","Juan Carlos Onetti",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",360,Planeta 
 5439,"Uma noite não são dias","Mário Zambujal",DISPONIVEL," - O Autor ",128,Planeta 
 5440,"Universidade das Crianças","Ulrich Janben",DISPONIVEL,"Educação ",232,Planeta 
 5441,"O estaleiro","Juan Carlos Onetti",DISPONIVEL,"Ficção / Literatura Estrangeira ",248,Planeta 
 5442,1808,"Laurentino Gomes",DISPONIVEL,"História / História do Brasil / História Geral ",368,Planeta 
 5443,"Star Wars - Figuras de Chumbo - 32","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5444,"Star Wars - Figuras de Chumbo - 34","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5445,"Star Wars - Figuras de Chumbo - 35","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5446,"Star Wars - Figuras de Chumbo - 37","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5447,"Star Wars - Figuras de Chumbo - 40","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5448,"Star Wars - Figuras de Chumbo - 42","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5449,"Star Wars - Figuras de Chumbo - 44","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5450,"Star Wars - Figuras de Chumbo - 46","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5451,"Star Wars - Figuras de Chumbo - 48","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5452,"Star Wars - Figuras de Chumbo - 50","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5453,"Star Wars - Figuras de Chumbo - 52","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5454,"Star Wars - Figuras de Chumbo - 54","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5455,"Star Wars - Figuras de Chumbo - 56","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5456,"Star Wars - Figuras de Chumbo - 58","Lucasilm Ltd.",DISPONIVEL," Dengar foi transformado pelo Império em um assassino sem qualquer consciência, suas emoções foram extirpadas ",20,Planeta 
 5457,"Star Wars - Figuras de Chumbo - 59","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5458,"Star Wars - Figuras de Chumbo - 60","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5459,"Deus Existe?","Papa Bento XVI",DISPONIVEL," ",128,Planeta 
 5460,"Os Segredos de O Símbolo Perdido","Dan Burstein e Arne de Keijzer",DISPONIVEL," ",301,Planeta 
 5461,Firmin,"Sam Savage",DISPONIVEL,"Ficção científica ",160,Editora 
 5462,F.I.L.O.S.,"Giuliana Caleca",DISPONIVEL,"Autoajuda / Biografia, Autobiografia, Memórias / Medicina e Saúde / Não-ficção ",202,Oceano 
 5463,"Operação Cavalo de Tróia 1","J. J. Benítez",DISPONIVEL," ",619,Planeta 
 5464,"Dexter: A Mão Esquerda de Deus","Jeff Lindsay",DISPONIVEL,"Drama / Ficção / Suspense e Mistério ",272,Planeta 
 5465,"O Mago","Fernando Morais",DISPONIVEL,"Biografia, Autobiografia, Memórias ",632,Planeta 
 5466,"Uma Questão de Fé","Jodi Picoult",DISPONIVEL," Uma das romancistas mais poderosas e provocadoras, autora best-seller do NYT, Jodi Picoult examina brilhantemente a crença, os milagres e a complexidade familiar ",424,Planeta 
 5467,"A Vida com Minha Irmã Madonna","Wendy Leigh",DISPONIVEL,"Biografia, Autobiografia, Memórias ",356,Planeta 
 5468,"1968: O que fizemos de nós","Zuenir Ventura",DISPONIVEL,"História / História do Brasil / Política ",224,Planeta 
 5469,"1968: O Ano que Não Terminou","Zuenir Ventura",DISPONIVEL,"Literatura Brasileira ",285,Planeta 
 5470,Mengele,"Gerald Astor",DISPONIVEL,"Biologia / História / História Geral ",296,Planeta 
 5471,"Ostra feliz não faz pérola","Rubem Alves",DISPONIVEL," Crônicas / Filosofia / Não-ficção ",276,Planeta 
 5472,"O Lobo de Wall Street","Jordan Belfort",DISPONIVEL,"Administração / Biografia, Autobiografia, Memórias / Comunicação / Economia, Finanças / Marketing e Publicidade ",504,Planeta 
 5473,"No Divã com Adão",Adão,DISPONIVEL," Somando uns anos de análise aqui e perdendo outros ali, acabamos todos com muitos anos num inferno social que nos leva a perguntar: afinal, quem é normal?HQ, comics, mangá / Humor, Comédia ",160,Planeta 
 5474,"O Sári Vermelho","Javier Moro",DISPONIVEL,"Ficção / Literatura Estrangeira / Religião e Espiritualidade / Romance ",544,Planeta 
 5475,"Charles De Gaulle","Don Cook",DISPONIVEL,"Biografia, Autobiografia, Memórias / História ",472,Planeta 
 5476,"Histórias de Divã","Gabriel Rolón",DISPONIVEL,"  ",264,Planeta 
 5477,"O Jardineiro Noturno","George Pelecanos",DISPONIVEL," ",384,Planeta 
 5478,"Cavalo de Tróia 3","J. J. Benítez",DISPONIVEL,"Ficção / Religião e Espiritualidade ",464,Planeta 
 5479,"Cavalo de Tróia 4","J. J. Benítez",DISPONIVEL,"Ficção ",384,Planeta 
 5480,"Céu de Tango","Elsa Osório",DISPONIVEL," ",406,Planeta 
 5481,"O Coração do Rei","Iza Salles",DISPONIVEL,"Biografia, Autobiografia, Memórias / História / História do Brasil / Literatura Brasileira ",367,Planeta 
 5482,"Pára tudo!","Cláudia Felício",DISPONIVEL,"Alguma coisa lhe parece familiar? Então, o que você está esperando para ler esse livro? ",114,Planeta 
 5483,Balzac,"Johnnes Willms",DISPONIVEL," ",298,Planeta 
 5484,"O Último Távora","José Norton",DISPONIVEL," ",316,Planeta 
 5485,"A história secreta das meninas tempestivas","Inês Stanisiere",DISPONIVEL," ",136,Planeta 
 5486,"O EXECUTIVO E SUA TRIBO","John King",DISPONIVEL,"  ",312,Planeta 
 5487,"1808 - edição juvenil ilustrada","Laurentino Gomes",DISPONIVEL,"História / História do Brasil / História Geral ",146,Planeta 
 5488,"Crimes Imperceptíveis","Guillermo Martinez",DISPONIVEL," ",240,Planeta 
 5489,"O Mago","Inbali Iserles",DISPONIVEL," ",632,Planeta 
 5490,"Memórias Inventadas","Manoel de Barros",DISPONIVEL,"Literatura Brasileira / Poemas, poesias ",160,Planeta 
 5491,"Star Wars - Figuras de Chumbo - 02","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5492,"Star Wars - Figuras de Chumbo - 03","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5493,"Star Wars - Figuras de Chumbo - 05","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5494,"Star Wars - Figuras de Chumbo - 07","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5495,"Star Wars - Figuras de Chumbo - 10","Lucasfilm Ltd.",DISPONIVEL," ",20,Planeta 
 5496,"Star Wars - Figuras de Chumbo - 12","Lucasfilm Ltd.",DISPONIVEL," ",20,Planeta 
 5497,"Star Wars - Figuras de Chumbo - 14","Lucasfilm Ltd.",DISPONIVEL," ",20,Planeta 
 5498,"Star Wars - Figuras de Chumbo - 16","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5499,"Star Wars - Figuras de Chumbo - 18","Lucasfilm Ltd.",DISPONIVEL," ",20,Planeta 
 5500,"Star Wars - Figuras de Chumbo - 20","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5501,"Star Wars - Figuras de Chumbo - 22","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5502,"Star Wars - Figuras de Chumbo - 24","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5503,"Star Wars - Figuras de Chumbo - 25","Lucasfilm Ltd.",DISPONIVEL," ",20,Planeta 
 5504,"Star Wars - Figuras de Chumbo - 27","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5505,"Star Wars - Figuras de Chumbo - 29","Lucasfilm Ltd.",DISPONIVEL,"  ",20,Planeta 
 5506,"A arte de viver só","Florence Falk",DISPONIVEL," ",344,Planeta 
 5507,"História e cultura Africana e Afro-Brasileira","Nei Lopes",DISPONIVEL,"História ",144,Planeta 
 5508,"Pocoyo e a Lagarta Valentina","Zinkia Entertainment S. L.",DISPONIVEL,"  ",10,Planeta 
 5509,1808,"Laurentino Gomes",DISPONIVEL," ",145,Planeta 
 5510,"Daños Colaterales","Ignacio Rupérez",DISPONIVEL,"Biografia, Autobiografia, Memórias / História / Não-ficção / Política ",358,Editora 
 5511,"Onze minutos","Paulo Coelho",DISPONIVEL,"""Paulo CoelhoLiteratura Brasileira / Autoajuda / Religião e Espiritualidade / Romance ",253,Planeta 
 5512,"Eric Clapton","Eric Clapton",DISPONIVEL,"Biografia, Autobiografia, Memórias / Literatura Estrangeira / Música ",400,Planeta 
 5513,"O Enigma de Paris","Pablo De Santis",DISPONIVEL,"**Romance ",255,Planeta 
 5514,"Ouvindo Estrelas","Marco Mazzola",DISPONIVEL,"  ",300,Planeta 
 5515,"Código da Vida","Saulo Ramos",DISPONIVEL," Como o menino do interior chegou a Consultor Geral da República? Biografia, Autobiografia, Memórias / Direito ",467,Planeta 
 5516,"Cem Melhores Crônicas","Mario Prata",DISPONIVEL," ",376,Planeta 
 5517,"O mundo sem nós","Alan Weisman",DISPONIVEL," ",382,Planeta 
 5518,"Operação Cavalo de Tróia 8","J. J. Benítez",DISPONIVEL," ",463,Planeta 
 5519,"As Sociedades Secretas mais Perversas da História","Shelley Klein",DISPONIVEL," ",286,Planeta 
 5520,"Os Crimes da Luz","Giulio Leoni",DISPONIVEL," ",368,Planeta 
 5521,"A Terra dos Vampiros","John Marks",DISPONIVEL," ",416,Planeta 
 5522,"O Machado Gentil","R. N. Morris",DISPONIVEL," ",368,Planeta 
 5523,"A Cruzada do Ouro","David Gibbins",DISPONIVEL,"Ficção / Literatura Estrangeira ",376,Planeta 
 5524,"Prisioneira em Teerã","Marina Nemat",DISPONIVEL," ",304,Planeta 
 5525,"O Ano Em Que Trafiquei Mulheres","Antonio Salas",DISPONIVEL," ",264,Planeta 
 5526,"O Segredo de Deus","Henry Cloud",DISPONIVEL," ",248,Planeta 
 5527,"O segredo do salão verde","Marcos Losekann",DISPONIVEL," Por que um simples acidente poderia mudar a história do Brasil?Ficção ",312,Planeta 
 5528,"O sussurro da mulher-baleia","Alonso Cueto",DISPONIVEL,"Ficção / Literatura Estrangeira / Romance ",256,Planeta 
 5529,"Os Segredos da Jin-Shei","Alma Alexander",DISPONIVEL,"  ",560,Planeta 
 5530,"Fica comigo esta noite","Inês Pedrosa",DISPONIVEL," ",160,Planeta 
 5531,"Jesus de Nazaré","Papa Bento XVI",DISPONIVEL,"Religião e Espiritualidade / Literatura Estrangeira / Não-ficção ",330,Planeta 
 5532,"Os Gângsteres Mais Perversos da História","Lauren Carter ",DISPONIVEL," ",288,Planeta 
 5533,"O superblog das maravilhosas: Mari; Luma e Carol","Inês Stanisiere",DISPONIVEL,"Infantojuvenil ",136,Planeta 
 5534,"O Poder e a Glória","David Yallop",DISPONIVEL," ",597,Planeta 
 5535,"O Livro do Destino","Brad Meltzer",DISPONIVEL," O que será que ele diz sobre você?  ",494,Planeta 
 5536,"A tumba da família de Jesus","Charles Pellegrino",DISPONIVEL,"História / Não-ficção ",268,Planeta 
 5537,"Contos para Presentear as Pessoas que Amo","Enrique Mariscal",DISPONIVEL," ",131,Planeta 
 5538,"Kama Sutra","Vatsyayana ",DISPONIVEL,"Literatura Estrangeira / Não-ficção / Sexo e Sexologia ",248,Planeta 
 5539,"O Estaleiro","Juan Carlos Onetti",DISPONIVEL,"Ficção / Literatura Estrangeira ",220,Planeta 
 5540,"O Conquistador","Federico Andahazi",DISPONIVEL," Como seriam as coisas se a história não tivesse sido como acreditamos que foi? ",262,Planeta 
 5541,"Simplesmente Helena","Carolina Kotscho",DISPONIVEL,"   ",288,Planeta 
 5542,"Os Segredos da Cozinha do Vaticano","Eva Celada",DISPONIVEL,"  ",191,Planeta 
 5543,"O Traidor de Belém","Matt Rees",DISPONIVEL,"Romance policial ",286,Planeta 
 5544,"Viagem para a Felicidade","Eduardo Punset",DISPONIVEL,"   ",230,Planeta 
 5545,"Felicidade Artificial","Ronald Dworkin",DISPONIVEL," Um livro polêmico e assustador que precisa ser lido por todos antes que seja tarde'' ",296,Planeta 
 5546,"O Feitiço","Charlotte Brontë",DISPONIVEL," ",206,Planeta 
 5547,"Com quem será que eu me pareço?","Georgina Martins",DISPONIVEL," Afinal, sempre existe alguém parecido com a gente! ",24,Planeta 
 5548,"Desculpe; mãe!","Rita Ferro",DISPONIVEL," ",253,Planeta 
 5549,"Amor e Amizade","Jane Austen",DISPONIVEL,"Literatura Estrangeira / Ficção / Romance ",120,Planeta 
 5550,"O lado profundo da vida","Walter Dresel",DISPONIVEL," ",280,Planeta 
 5551,"Propaganda Monumental","Vladimir Voinovitch",DISPONIVEL,"asp?CodigoLivro=74262) ",384,Planeta 
 5552,Purgatório,"Mario Prata",DISPONIVEL," ",267,Planeta 
 5553,"Superando o Cárcere da Emoção","Augusto Cury",DISPONIVEL," Superando o cárcere da emoção, de Augusto Cury, tem como objetivo contribuir para que o leitor expanda sua inteligência, aprenda a navegar nas águas da emoção e compreenda alguns pilares da própria inteligênciaPsicologia / Religião e Espiritualidade ",184,Planeta 
 5554,"Heróis da América ","Odir Cunha",DISPONIVEL,"  ",416,Planeta 
 5555,"A Tumba da Família de Jesus","Simcha Jacobovici",DISPONIVEL," ",268,Planeta 
 5556,"O Homem que sussurrava aos Ummitas","J. J. Benítez",DISPONIVEL," ",352,Planeta 
 5557,"Vamos discutir a relação?","Regina Vaz",DISPONIVEL," ",160,Planeta 
 5558,"CÓDIGO DA VIDA","SAULO RAMOS",DISPONIVEL," Como o menino do interior chegou a Consultor Geral da República? ",468,Planeta 
 5559,"Kama sutra XXX","Alícia Gallotti",DISPONIVEL," ",192,Planeta 
 5560,"El Hombre Perdido","Horacio Bernardo",DISPONIVEL,"Ficção / Filosofia / Literatura Estrangeira ",197,Editora 
 5561,Brida,"Paulo Coelho",DISPONIVEL,"Literatura Brasileira / Autoajuda / Biografia, Autobiografia, Memórias / Religião e Espiritualidade / Romance ",261,Planeta 
