index,titulo,autor,n_pags,editora,genero 
 1298,"Um Novo Jeito de Trabalhar","Laszlo Bock",368,Sextante,"Autoajuda / Literatura Estrangeira " 
 1299,"As Piores Invenções da História","Eric Chaline",256,Sextante,"Informática e Tecnologia " 
 1300,"Livro de Colorir - Turma da Mônica Jovem","Maurício de Souza",96,Sextante,"Artes " 
 1301,Estresse,"Jan Bruce",240,Sextante," Você aprenderá habilidades concretas para:  Identificar as armadilhas comuns do seu pensamento  Livrar-se de emoções negativas que o colocam para baixo  Manter a calma quando estiver sob pressão  Dormir melhor e livrar-se do cansaço  Conquistar o controle de seus hábitos alimentares  Eliminar a falta de disposição para exercitar-se  Identificar seu propósito mais profundo e alinhar suas ações com seus objetivos  Recuperar a clareza, o foco e o controle sobre o seu tempo  Voltar a encher sua vida de satisfação e alegriaAutoajuda " 
 1302,"Tina - Livro de colorir","Mauricio de Sousa",64,Sextante," Use todo o seu talento, abuse das cores e deixe o mundo de Tina ainda mais alegre e divertido!Artes " 
 1303,"Turma da Mônica - Livro de colorir","Mauricio de Sousa",96,Sextante,"Artes " 
 1304,"Reino Animal para colorir e destacar","Millie Marotta",30,Sextante,"Artes " 
 1305,"A Arte de Fazer Acontecer","David Allen",320,Sextante," Negócios e Empreendedorismo / Administração / Autoajuda / Não-ficção / Marketing e Publicidade / Bem estar e lazer " 
 1306,"Mulheres em Ebulição","Julie Holland",240,Sextante,"Autoajuda " 
 1307,"O Caminho da Luz","Padre Alexandre Paciolli",144,Sextante,"Padre Alexandre PaciolliReligião e Espiritualidade " 
 1308,"Diário de um Zumbi do Minecraft","Herobrine Books",112,Sextante," uma partida de QUEIMADO!Prepare-se para mais emoção e mais sustos neste segundo volume!Infantojuvenil / Aventura / Fantasia " 
 1309,"Diário de Um Zumbi do Minecraft ","Herobrine Books",112,Sextante,"Embarque Nas Melhores Férias Zumbis De Todos Os Tempos!Infantojuvenil " 
 1310,"Livro de colorir - Mauricio de Sousa 80 anos","Mauricio de Sousa",96,Sextante,"Autoajuda " 
 1311,"2025: Caminhos da Cultura no Brasil ","Domenico De Masi",320,Sextante,"Não-ficção " 
 1312,"Os 5 Desafios das Equipes ","Patrick Lencioni ",208,Sextante,"Negócios e Empreendedorismo " 
 1313,"29 Minutos para Falar Bem em Público","Reinaldo Polito",144,Sextante,"Autoajuda " 
 1314,"Salmos: Espelho da Alma","Nivea Mallia Cittadino",160,Sextante,"Religião e Espiritualidade " 
 1315,"Dieta dos Casais","Patricia Davidson Haiat",224,Sextante,"Medicina e Saúde " 
 1316,"Ligando Os 1000 Pontos: Obras de Arte","Thomas Pavitte ",48,Sextante,"Artes " 
 1317,"Ligando Os 1000 Pontos: Cidades","Thomas Pavitte ",48,Sextante,"Artes " 
 1318,"Geração de valor 2","Flávio Augusto da Silva",208,Sextante,"Administração / Negócios e Empreendedorismo " 
 1319,"Diário De Um Zumbi Do Minecraft ","Herobrine Books",128,Sextante," banho?Sem Esquely, Slimey, Creepy ou Sally Cadáver ao seu lado, nosso herói precisará da ajuda de Alex, uma nova amiga que vai ensiná-lo a ser um humano popular e a sair ileso de uma competição escolar perigosíssima!UM NOVO CORPO E UM NOVO NARIZ, MAS OS MESMOS SUSTOS E A MESMA DIVERSÃO!Infantojuvenil " 
 1320,"Unidos do Outro Mundo",Boni,288,Sextante,"Atenção, senhoras e senhores! Corram lá na primeira página que a Unidos do Outro Mundo já vai entrar na avenida!Ricardo AmaralHumor, Comédia " 
 1321,"Jogo da Felicidade","Bruna Lombardi",192,Sextante,"Autoajuda " 
 1322,"O Alquimista","Paulo Coelho",176,Sextante,"Literatura Brasileira / Romance / Autoajuda / Ficção / Filosofia / Religião e Espiritualidade " 
 1323,"Não Leve a Vida Tão a Sério","Hugh Prather",128,Sextante,"Autoajuda " 
 1324,"O amor como estilo de vida","Gary Chapman",256,Mundo," Religião e Espiritualidade " 
 1325,"Nate Bota Pra Quebrar","Lincoln Peirce",224,Sextante," " 
 1326,"As Vantagens de Ser Otimista","Allan Percy",128,Sextante," " 
 1327,"Jesus está ao seu lado","Sarah Young",224,Sextante," " 
 1328,"1501 maneiras de premiar seus colaboradores","Bob Nelson",288,Sextante," " 
 1329,"Ser elegante é...","Candance Simpson- Giles",128,Sextante," " 
 1330,"Como se defender de manipuladores","Yves-Alexandre Thalmann",128,Sextante," " 
 1331,"A Idade Decisiva","Meg Jay",240,Sextante,"Autoajuda " 
 1332,"As Valkírias","Paulo Coelho",192,Sextante,"As Valkírias toca em questões centrais do ser humano: por que destruímos aquilo que mais amamos? E como aprendemos a nos libertar do passado e acreditar no futuro?Autoajuda / Ficção / Religião e Espiritualidade / Romance " 
 1333,"Mais veja como se faz","Derek Fagerstrom",288,Sextante," " 
 1334,"A Magia","Rhonda Byrne",272,Sextante," Não importa quem você seja, onde esteja e quais as suas atuais circunstâncias, ""A Magia"" irá mudar toda a sua vida!Autoajuda " 
 1335,"Davi e Golias ","Malcolm Gladwell",288,Sextante," " 
 1336,"Antes de dizer adeus","Susan Spencer-Wendel",336,Sextante," " 
 1337,"O poder das mulheres fortes","Marcus Buckingham",272,Sextante," " 
 1338,Adultério,"Paulo Coelho",240,Sextante," " 
 1339,"Você pode falar com Deus","Pedro Siqueira",144,Sextante,"Literatura Brasileira / Religião e Espiritualidade " 
 1340,"Apresentações brilhantes","Susan M. Weinschenk",288,Sextante," " 
 1341,"Dar e receber","Adam Grant",288,Sextante,"Administração " 
 1342,"Pensar com os pés ","Allan Percy",128,Sextante," " 
 1343,"Pare de fazer drama e aproveite a vida","Rafael Santandreu",192,Sextante," Um dos melhores critérios para avaliar a gravidade de um fato é se perguntar: Em que medida isso me impede de fazer coisas importantes na minha vida? " 
 1344,"101 dicas práticas de liderança","John Baldoni",224,Sextante,"Conheça algumas das 101 dicas: Como se conhecer melhor Como vender uma ideia para seu chefe Como motivar os funcionários Estabeleça um vínculo autêntico e se torne um gerente acessível Não permita que conflitos destruam a equipe Cinco maneiras de lidar com quem você não se dá bem Três maneiras de melhorar seu desempenho Elimine conflitos e corrija eventuais injustiças Transforme papos furados em conversas inteligentes Ajude a equipe a evitar o esgotamento " 
 1345,"O Monte Cinco","Paulo Coelho",192,Sextante,"Literatura Brasileira / Ficção " 
 1346,"Por que os homens casam com as mulheres poderosas?","Sherry Argov",208,Sextante," " 
 1347,"Como se Libertar das Relações Tóxicas ","Lucy Beresford",240,Sextante," " 
 1348,"Vendedor Fora de Série","Tony Rutigliano",192,Sextante," " 
 1349,"Sociedade com Deus","William Douglas",192,Sextante," " 
 1350,"Casamento à prova de traição","Willard F. Harley Jr.",256,Sextante," " 
 1351,"Nate está na área","Lincoln Peirce",224,Sextante,"até um estranho amuleto mudar tudo!De uma hora para outra, nada mais pode dar errado!Mas quanto tempo a sorte de Nate vai durar?Humor, Comédia / Infantil " 
 1352,"De Volta ao Mosteiro ","James C. Hunter",192,Sextante," " 
 1353,"Guga; Um Brasileiro ","Gustavo Kuerten ",384,Sextante,"  " 
 1354,"Já tentei de tudo!","Isabelle Filliozat",176,Sextante,"Educação / Psicologia / Autoajuda / Literatura Brasileira " 
 1355,"9 atitudes das pessoas bem-sucedidas","Heidi Grant Halvorson",96,Sextante," " 
 1356,"Manual do Mundo ","Alfredo Luis Mateus e Iberê Thenório",240,Sextante," " 
 1357,"Reflexão; equilíbrio e paz","Abilio Diniz",96,Sextante," " 
 1358,"O Segredo do Talento","Daniel Coyle",128,Sextante,"Conheça algumas dicas:- É melhor praticar cinco minutos por dia do que uma hora por semana- Esteja disposto a fazer papel de bobo- Invente desafios inteligentes e viciantes- Dê preferência à simplicidade- Termine sua prática com algo positivo- Pare antes de ficar exausto- Guarde as grandes metas em segredo " 
 1359,"1001 Ideias Que Mudaram Nossa Forma de Pensar","Robert Arp",960,Sextante,"Didáticos / Técnico " 
 1360,"1001 Discos Para Ouvir Antes de Morrer ","Robert Dimery",960,Sextante,"Almanaques " 
 1361,"O que eu sei de verdade","Oprah Winfrey",169,Sextante,"Autoajuda / Biografia, Autobiografia, Memórias / Literatura Estrangeira / Não-ficção " 
 1362,"Shakespeare para apaixonados","Allan Percy",144,Sextante,"Reunindo 72 aforismos e citações do grande poeta e dramaturgo, Allan Percymergulha no universo amoroso para refletir sobre ciúme, paixão, romance,insegurança, sedução, desejo e amizade para iluminar nossa vida e responder aperguntas, como: Por que algumas pessoas não têm sorte no campo sentimental? Como curar um mal de amor? É possível viver um romance até o fim da vida? Qual é o segredo da sedução? Quais são os remédios mais eficazes para combater o ciúme? Toda história de amor deve começar por meio da minha iniciativa? " 
 1363,"Mais Tempo; Mais Dinheiro","Gustavo Cerbasi",208,Sextante," " 
 1364,"As famosas receitas de Ana Maria Brogui","Caio Novaes",240,Sextante," " 
 1365,"A dieta das 8 horas","David Zinczenko e Peter Moore",272,Sextante," " 
 1366,"A Terceira Medida do Sucesso","Arianna Huffington",174,Sextante," " 
 1367,"Mapa do céu","Eben Alexander III",144,Sextante," " 
 1368,"Geração de Valor","Flávio Augusto da Silva",208,Sextante,"Administração / Negócios e Empreendedorismo " 
 1369,"50 máquinas que mudaram o rumo da história","Eric Chaline",224,Sextante," " 
 1370,"As Piores Decisões da História","Stephen Weir",256,Sextante,"História / História Geral " 
 1371,"Conversando com Jesus","Sarah Young",224,Sextante," " 
 1372,"A arte de amar e ser amado","Robert Holden",192,Sextante," " 
 1373,"Jardim Secreto","Johanna Basford",96,Sextante,"Artes / Bem estar e lazer " 
 1374,"Um Novo Mundo","Eckhart Tolle",272,Sextante,"Autoajuda " 
 1375,"Muitas Vidas; Muitos Mestres","Brian Weiss",160,Sextante,"Autoajuda / Psicologia / Religião e Espiritualidade " 
 1376,"Manual do Guerreiro da Luz","Paulo Coelho",160,Sextante,"Literatura Brasileira / Autoajuda / Religião e Espiritualidade / Romance " 
 1377,"A sabedoria dos jesuítas para (quase) tudo","James Martin",336,Sextante," James Martin " 
 1378,"Por que os homens casam com as mulheres poderosas?","Sherry Argov",208,Sextante," " 
 1379,"Um bom professor faz toda a diferença","Taylor Mali",128,Sextante,"Educação " 
 1380,"Ainda somos uma família","Lisa René Reynolds",256,Sextante," Entre muitas outras coisas, aqui você aprenderá:  Como contar a seus filhos sobre a decisão de se separar  Como evitar comportamentos que os façam sofrer  Como lidar com o próprio estresse  Como gerenciar o tempo que você passa com seus filhos  Como fazer a guarda compartilhada funcionar da melhor forma possível " 
 1381,"Fluminense Tetracampeão","Dhaniel Cohen ",156,Sextante," " 
 1382,"Filhos bem-sucedidos","Andrea Ramal",192,Sextante," " 
 1383,"Não é fácil ser jovem","Rando Kim",176,Sextante," " 
 1384,"Uma Prova do Céu","Eben Alexander III",192,Sextante," " 
 1385,"Descobrindo Sua Força Espiritual ","James Van Praagh",128,Sextante," " 
 1386,"Sonho Grande","Cristiane Correa",264,Sextante,"Negócios e Empreendedorismo " 
 1387,"A Linguagem Corporal no Trabalho","Allan e Barbara Pease",144,Sextante,"Autoajuda / Psicologia " 
 1388,"Minha Mãe; Meu Mundo","Anderson Cavalcante",96,Sextante," " 
 1389,"O estilo emocional do cérebro","Richard J. Davidson",288,Sextante," " 
 1390,"A Arte de se Fazer Respeitar","Barbara Berckhan",159,Sextante,"Autoajuda " 
 1391,"Da dor nasce o amor","Dr. Fábio Augusto",160,Sextante," " 
 1392,"A Bíblia em 100 minutos","Michael Hinton",112,Sextante,"Religião e Espiritualidade " 
 1393,"Mestres das Vendas","Ivan R. Misner",272,Sextante,"Administração " 
 1394,"Tudo é possível","Allan Percy",144,Sextante," " 
 1395,"Meu jeito de dizer que te amo","Anderson Cavalcante",84,Sextante,"Meu jeito de dizer que te amo:Um livro cheio do amor que todo mundo deseja e merece receber de você! " 
 1396,"Um ano na Provence","Peter Mayle",240,Sextante," " 
 1397,Brida,"Paulo Coelho",224,sextante,"Literatura Brasileira / Autoajuda / Biografia, Autobiografia, Memórias / Religião e Espiritualidade / Romance " 
 1398,"Milagres Acontecem","Brian Weiss",384,Sextante," Brian Weiss)Religião e Espiritualidade " 
 1399,"Só o Amor é Real","Brian Weiss",176,Sextante," " 
 1400,"Vença seus medos","Jonathan Alpert",240,Sextante," " 
 1401,"Meu pai; meu herói","Anderson Cavalcante",84,Sextante," " 
 1402,"Porta dos Fundos","Gregório Duvivier",240,Sextante," " 
 1403,"Hermann Hesse para desorientados","Allan Percy",128,Sextante,"Autoajuda " 
 1404,"A boa vida","Álex Rovira",128,Sextante,"  " 
 1405,"Antonia e suas Filhas","Marlena de Blasi",206,Sextante,"Literatura Estrangeira / Não-ficção / Romance " 
 1406,"Como se tornar um ótimo chefe","Jill Geisler",240,Sextante," " 
 1407,"Escolha Sua Vida","Paula Abreu",144,Sextante,"Autoajuda / Literatura Brasileira " 
 1408,"O poder da personalidade de Jesus","Mark W. Baker",176,Sextante," " 
 1409,"A coragem de ser imperfeito","Brené Brown",208,Sextante,"Autoajuda / Não-ficção / Negócios e Empreendedorismo / Psicologia " 
 1410,"O mundo em infográficos","Jon Richards e Ed Simkins",192,Sextante," " 
 1411,"Nate dá um show","Lincoln Peirce",224,Sextante," " 
 1412,"Nunca perca a esperança","Rebbe Nachman de Breslov",96,Sextante,"Religião e Espiritualidade " 
 1413,"1001 Carros Para Dirigir Antes de Morrer","Simon Heptinstall",960,Sextante," " 
 1414,"À Mesa com Proust ","Anne Borrel",192,Sextante," " 
 1415,Maestria,"Robert Greene",368,Sextante," " 
 1416,"Como se relacionar melhor com as pessoas","Beverly D. Flaxington",128,Sextante," " 
 1417,"Quem disse que é bom ser normal?","Dale Archer",224,Sextante," " 
 1418,"Mude Sua Vida em 7 Dias","Paul McKenna",176,Sextante,"Autoajuda " 
 1419,"60 estratégias práticas para ganhar mais tempo","Christian Barbosa",192,Sextante,"Além disso, você vai aprender a: Reduzir o número de atividades urgentes Empregar ferramentas simples para ganhar mais tempo Usar melhor o computador, o smartphone e a internet Gerenciar o tempo da equipe e aumentar a produtividade Aproveitar a vida em família Arrumar tempo para fazer uma atividade física, aprender outro idioma ou realizar projetos pessoaisNegócios e Empreendedorismo / Administração / Autoajuda " 
 1420,"1001 Filmes para Ver Antes de Morrer","Steven Jay Schneider",960,Sextante,"Cinema " 
 1421,"50 Plantas que Mudaram o Rumo da História ","Bill Laws",224,Sextante," " 
 1422,"Mulheres às avessas","Lígia Guerra",128,Sextante,"  Lígia GuerraAutoajuda " 
 1423,"O Demônio e a Srta. Prym","Paulo Coelho",176,Sextante,"  Paulo CoelhoFicção / Literatura Brasileira / Romance / Suspense e Mistério " 
 1424,"Tudo sobre Moda","Marnie Fogg",576,Sextante,"Artes / Moda, Estilo e Beleza " 
 1425,"A Batalha do Avaí","Lilia Moritz Schwarcz",174,Sextante,"Artes / História do Brasil " 
 1426,"Dieta faz mal ao cérebro",BTG,144,Sextante,"  Bradley Trevor Greive " 
 1427,"Você é Insubstituível","Augusto Cury",112,Sextante,"Autoajuda / Bem estar e lazer / Literatura Brasileira " 
 1428,"A Arte Natural da Sedução","Richard La Ruina",160,Sextante," " 
 1429,"Quem você quer ser?","Maria Shriver",96,Sextante," " 
 1430,"Seja Grande","Judith H. Katz",96,Sextante," " 
 1431,"Onze minutos","Paulo Coelho",240,Sextante,"Literatura Brasileira / Autoajuda / Religião e Espiritualidade / Romance " 
 1432,"Curso Intensivo sobre o Amor","Steve Ward e JoAnn Ward",128,Sextante," " 
 1433,"Não tenha medo de gerenciar seu chefe","Bruce Tulgan",176,Sextante," " 
 1434,"1001 cervejas para beber antes de morrer",9788575427316,960,Sextante,"  " 
 1435,"O chamado de Jesus","Sarah Young",224,Sextante,"Literatura Estrangeira / Religião e Espiritualidade " 
 1436,"Um momento de meditação","Martin Boroson",176,Sextante," " 
 1437,"Uma pitada de coragem",BTG,104,Sextante," " 
 1438,"A história","The Zondervan Corporation",448,Sextante," " 
 1439,"A História","The Zondervan Corporation",448,Sextante,"História Geral / Religião e Espiritualidade " 
 1440,"O Alquimista","Paulo Coelho",176,Sextante,"Literatura Brasileira / Romance / Autoajuda / Ficção / Filosofia / Religião e Espiritualidade " 
 1441,"O Diário de um Mago","Paulo Coelho",240,Sextante," Autoajuda / Esoterismo / Ficção / Literatura Brasileira / Religião e Espiritualidade / Romance " 
 1442,"Nate está com tudo","Lincoln Peirce",224,Sextante," Não vai ser nada fácil!Será que Nate vai ganhar o grande prêmio? Ou se meter em MAIS UMA encrenca?Humor, Comédia / Infantil " 
 1443,"O poder da adaptação","M. J. Ryan",192,Sextante," " 
